,mean_fit_time,mean_score_time,mean_test_score,param_C,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,std_fit_time,std_score_time,std_test_score,subgenre_level,class1,class2,mfw,token_unit,normalization,repetition,num_topics,optimize_interval,topic_repetition
3,0.004866576194763184,0.000358891487121582,0.8058823529411765,1000,{'C': 1000},4,0.6470588235294118,0.9411764705882353,0.7647058823529411,0.8235294117647058,0.8235294117647058,0.6470588235294118,0.7647058823529411,1.0,0.8235294117647058,0.8235294117647058,0.0015757951953880003,4.969240343082996e-06,0.1053910168656995,subgenre-current,novela romántica,other,,,,2,50.0,1000.0,2.0
0,0.0012719154357910157,0.00038700103759765626,0.9352941176470588,1,{'C': 1},1,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.8235294117647058,1.0,1.0,0.8235294117647058,1.0,6.01070024391375e-05,2.3276003768379287e-05,0.06141356769947384,subgenre-current,novela romántica,other,,,,2,50.0,1000.0,3.0
1,0.0014002561569213868,0.00037124156951904295,0.9235294117647059,10,{'C': 10},2,0.8235294117647058,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.7647058823529411,1.0,1.0,0.8823529411764706,1.0,0.00016455865360879036,1.5118238470907726e-05,0.07463869141440896,subgenre-current,novela romántica,other,,,,2,50.0,1000.0,3.0
2,0.0017471790313720703,0.00036242008209228513,0.8529411764705882,100,{'C': 100},3,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.7647058823529411,0.8823529411764706,0.9411764705882353,0.6470588235294118,0.8823529411764706,0.00015972716717525842,1.782135420687227e-05,0.09207338730881487,subgenre-current,novela romántica,other,,,,2,50.0,1000.0,3.0
3,0.0024279356002807617,0.00035986900329589846,0.8470588235294118,1000,{'C': 1000},4,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.7058823529411765,0.7647058823529411,0.8823529411764706,0.8823529411764706,0.7058823529411765,0.9411764705882353,0.0006435303841636782,1.6297510015513597e-05,0.08401680504168058,subgenre-current,novela romántica,other,,,,2,50.0,1000.0,3.0
0,0.0012937068939208984,0.0003901481628417969,0.9176470588235294,1,{'C': 1},1,1.0,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.9411764705882353,0.8235294117647058,1.0,1.0,0.8235294117647058,1.0,4.4562569092968305e-05,2.083762013875199e-05,0.07533087338156294,subgenre-current,novela romántica,other,,,,2,50.0,1000.0,4.0
1,0.0012684106826782227,0.0003640413284301758,0.8705882352941176,10,{'C': 10},2,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.7058823529411765,0.8235294117647058,0.7058823529411765,1.0,1.0,0.8235294117647058,0.8823529411764706,7.194724164088636e-05,5.390000273243998e-06,0.10120382667108971,subgenre-current,novela romántica,other,,,,2,50.0,1000.0,4.0
2,0.002313685417175293,0.00036175251007080077,0.8529411764705882,100,{'C': 100},3,0.9411764705882353,0.9411764705882353,0.8235294117647058,0.7647058823529411,0.8235294117647058,0.7647058823529411,0.8823529411764706,0.9411764705882353,0.7647058823529411,0.8823529411764706,0.0004929122010433722,1.2320059475356366e-05,0.07083290928701352,subgenre-current,novela romántica,other,,,,2,50.0,1000.0,4.0
3,0.0051536083221435545,0.0003685474395751953,0.8352941176470587,1000,{'C': 1000},4,0.9411764705882353,0.8235294117647058,0.8235294117647058,0.7647058823529411,0.8823529411764706,0.7647058823529411,0.7647058823529411,0.9411764705882353,0.7647058823529411,0.8823529411764706,0.003829076011515073,2.567355203328186e-05,0.06859943405700356,subgenre-current,novela romántica,other,,,,2,50.0,1000.0,4.0
0,0.0013252735137939454,0.0003918886184692383,0.9117647058823529,1,{'C': 1},1,1.0,0.9411764705882353,0.8823529411764706,1.0,0.8235294117647058,0.7647058823529411,1.0,0.9411764705882353,0.8235294117647058,0.9411764705882353,8.428278533939577e-05,2.3313643449651168e-05,0.08000865005138498,subgenre-current,novela romántica,other,,,,3,50.0,1000.0,0.0
1,0.0014827728271484375,0.00037658214569091797,0.8941176470588234,10,{'C': 10},2,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.7647058823529411,1.0,0.9411764705882353,0.8235294117647058,0.9411764705882353,0.00018492793195623656,1.1158524402610629e-05,0.06859943405700356,subgenre-current,novela romántica,other,,,,3,50.0,1000.0,0.0
2,0.0025040388107299806,0.00036728382110595703,0.8352941176470587,100,{'C': 100},3,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.7647058823529411,0.5882352941176471,0.9411764705882353,0.9411764705882353,0.7647058823529411,0.9411764705882353,0.0003930573648259667,5.285423180705978e-06,0.10782531046954917,subgenre-current,novela romántica,other,,,,3,50.0,1000.0,0.0
3,0.0083770751953125,0.0003620624542236328,0.7764705882352941,1000,{'C': 1000},4,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.7058823529411765,0.7058823529411765,0.5882352941176471,0.8235294117647058,0.8823529411764706,0.7647058823529411,0.7647058823529411,0.0061317005860972214,1.242808156818026e-05,0.08645257915705332,subgenre-current,novela romántica,other,,,,3,50.0,1000.0,0.0
0,0.0012832880020141602,0.00038242340087890625,0.9,1,{'C': 1},1,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.7647058823529411,0.8823529411764706,0.9411764705882353,0.8235294117647058,0.8823529411764706,5.397927738423927e-05,8.468391655727514e-06,0.05911691541835819,subgenre-current,novela romántica,other,,,,3,50.0,1000.0,1.0
1,0.0014509439468383789,0.00036158561706542967,0.8823529411764705,10,{'C': 10},2,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.7058823529411765,1.0,0.9411764705882353,0.7647058823529411,0.8823529411764706,0.00016182749705835817,4.4797322012169055e-06,0.08318903308077029,subgenre-current,novela romántica,other,,,,3,50.0,1000.0,1.0
2,0.002114725112915039,0.0003525733947753906,0.8294117647058823,100,{'C': 100},3,0.9411764705882353,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.7647058823529411,0.5294117647058824,0.8823529411764706,0.8823529411764706,0.7058823529411765,0.9411764705882353,0.0003537518873632815,5.530899953364953e-06,0.12464482412010051,subgenre-current,novela romántica,other,,,,3,50.0,1000.0,1.0
3,0.006647324562072754,0.00035922527313232423,0.8117647058823529,1000,{'C': 1000},4,0.8235294117647058,0.9411764705882353,0.8235294117647058,0.7647058823529411,0.7058823529411765,0.6470588235294118,0.8235294117647058,0.8823529411764706,0.7647058823529411,0.9411764705882353,0.0032567331122130886,6.15844927705991e-06,0.09036642056316008,subgenre-current,novela romántica,other,,,,3,50.0,1000.0,1.0
0,0.0012838125228881836,0.00038552284240722656,0.8823529411764705,1,{'C': 1},1,1.0,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.9411764705882353,0.7058823529411765,0.9411764705882353,1.0,0.7058823529411765,0.9411764705882353,5.5177090764659945e-05,1.1242643202507704e-05,0.10188534162169864,subgenre-current,novela romántica,other,,,,3,50.0,1000.0,2.0
1,0.0013633012771606446,0.000368499755859375,0.8705882352941176,10,{'C': 10},2,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.7058823529411765,0.8235294117647058,1.0,0.7647058823529411,0.8823529411764706,0.00010023699200454888,1.0904985373376931e-05,0.08235294117647057,subgenre-current,novela romántica,other,,,,3,50.0,1000.0,2.0
2,0.001814556121826172,0.0003590106964111328,0.8117647058823529,100,{'C': 100},3,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.7058823529411765,0.8823529411764706,0.5882352941176471,0.8235294117647058,0.9411764705882353,0.7058823529411765,0.8823529411764706,0.00023472242636172355,8.790373704378443e-06,0.10456699314488926,subgenre-current,novela romántica,other,,,,3,50.0,1000.0,2.0
3,0.004203081130981445,0.0003536224365234375,0.8,1000,{'C': 1000},4,0.7058823529411765,0.8823529411764706,0.8235294117647058,0.7058823529411765,0.8235294117647058,0.5882352941176471,0.8823529411764706,0.9411764705882353,0.7058823529411765,0.9411764705882353,0.0015460691418963065,2.565188914549401e-06,0.11222814134317005,subgenre-current,novela romántica,other,,,,3,50.0,1000.0,2.0
0,0.001309037208557129,0.0003835439682006836,0.9352941176470588,1,{'C': 1},1,1.0,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.8235294117647058,1.0,1.0,0.8235294117647058,1.0,3.3234600685717225e-05,1.3004657174599591e-05,0.06681068642117971,subgenre-current,novela romántica,other,,,,3,50.0,1000.0,3.0
1,0.0014403104782104493,0.0003628730773925781,0.9235294117647059,10,{'C': 10},2,1.0,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.7647058823529411,1.0,1.0,0.8235294117647058,1.0,0.00010844169437801624,4.524930880539839e-06,0.07913896498278655,subgenre-current,novela romántica,other,,,,3,50.0,1000.0,3.0
2,0.0016458988189697265,0.00035135746002197267,0.8235294117647058,100,{'C': 100},4,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.8235294117647058,0.7058823529411765,0.7647058823529411,1.0,0.9411764705882353,0.5294117647058824,0.9411764705882353,0.00020329999073655065,3.1612721284189783e-06,0.1315334104411641,subgenre-current,novela romántica,other,,,,3,50.0,1000.0,3.0
3,0.002416706085205078,0.00035321712493896484,0.8352941176470589,1000,{'C': 1000},3,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.8235294117647058,0.7058823529411765,0.7647058823529411,0.9411764705882353,1.0,0.6470588235294118,0.9411764705882353,0.0007216750978571841,7.870160821843443e-06,0.10782531046954916,subgenre-current,novela romántica,other,,,,3,50.0,1000.0,3.0
0,0.0012653589248657227,0.0003798246383666992,0.8882352941176469,1,{'C': 1},1,1.0,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.7647058823529411,1.0,1.0,0.7647058823529411,0.8823529411764706,6.0841791438421766e-05,9.169945533459002e-06,0.08504018996941744,subgenre-current,novela romántica,other,,,,3,50.0,1000.0,4.0
1,0.0014223814010620116,0.0003675699234008789,0.8647058823529411,10,{'C': 10},2,0.8235294117647058,0.9411764705882353,0.8823529411764706,0.7647058823529411,0.8823529411764706,0.7058823529411765,1.0,1.0,0.7647058823529411,0.8823529411764706,0.0002070979713248471,9.688158837320681e-06,0.09503232012590303,subgenre-current,novela romántica,other,,,,3,50.0,1000.0,4.0
2,0.0025232791900634765,0.00036935806274414064,0.8352941176470587,100,{'C': 100},3,1.0,0.7647058823529411,0.8235294117647058,0.7647058823529411,0.8235294117647058,0.7058823529411765,0.9411764705882353,0.9411764705882353,0.6470588235294118,0.9411764705882353,0.000710852110128366,2.6660229475733868e-05,0.11098801331831298,subgenre-current,novela romántica,other,,,,3,50.0,1000.0,4.0
3,0.004902362823486328,0.0003581047058105469,0.8058823529411765,1000,{'C': 1000},4,0.9411764705882353,0.6470588235294118,0.7647058823529411,0.8235294117647058,0.8235294117647058,0.7058823529411765,0.9411764705882353,0.8235294117647058,0.7058823529411765,0.8823529411764706,0.001719092569511864,5.352483825837052e-06,0.095032320125903,subgenre-current,novela romántica,other,,,,3,50.0,1000.0,4.0
0,0.0013145208358764648,0.000381779670715332,0.9176470588235294,1,{'C': 1},1,1.0,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.7058823529411765,1.0,0.9411764705882353,0.8235294117647058,1.0,4.844595714313884e-05,7.179566885068298e-06,0.08803899733585745,subgenre-current,novela romántica,other,,,,4,50.0,1000.0,0.0
1,0.0013750791549682617,0.00036172866821289064,0.8882352941176469,10,{'C': 10},2,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.8235294117647058,0.9411764705882353,0.7647058823529411,0.9411764705882353,0.9411764705882353,0.8235294117647058,0.8823529411764706,6.464364860516582e-05,5.934467843825781e-06,0.061413567699473835,subgenre-current,novela romántica,other,,,,4,50.0,1000.0,0.0
2,0.0023735761642456055,0.0003615379333496094,0.8647058823529411,100,{'C': 100},3,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.7058823529411765,0.8823529411764706,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.0006264860655019387,9.937908716904289e-06,0.06984907110022304,subgenre-current,novela romántica,other,,,,4,50.0,1000.0,0.0
3,0.005050873756408692,0.00036835670471191406,0.8588235294117647,1000,{'C': 1000},4,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.8235294117647058,0.7647058823529411,0.7058823529411765,0.9411764705882353,0.9411764705882353,0.7647058823529411,0.9411764705882353,0.0023429862969289576,2.785235189130748e-05,0.08401680504168059,subgenre-current,novela romántica,other,,,,4,50.0,1000.0,0.0
0,0.0013224363327026367,0.0003860235214233398,0.9117647058823529,1,{'C': 1},1,1.0,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.7058823529411765,0.9411764705882353,1.0,0.8235294117647058,0.9411764705882353,1.0758491433215247e-05,7.385167023348672e-06,0.08422247684280207,subgenre-current,novela romántica,other,,,,4,50.0,1000.0,1.0
1,0.0014701604843139649,0.00036132335662841797,0.8941176470588234,10,{'C': 10},2,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.7058823529411765,0.9411764705882353,1.0,0.7647058823529411,0.9411764705882353,0.000153772703264587,7.235719103292168e-06,0.08645257915705334,subgenre-current,novela romántica,other,,,,4,50.0,1000.0,1.0
2,0.002700018882751465,0.0003678083419799805,0.8647058823529411,100,{'C': 100},3,0.9411764705882353,0.9411764705882353,1.0,0.9411764705882353,0.7647058823529411,0.5882352941176471,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.9411764705882353,0.0007710568172008592,2.5189472942601876e-05,0.11779402585000462,subgenre-current,novela romántica,other,,,,4,50.0,1000.0,1.0
3,0.005999445915222168,0.0003571510314941406,0.8176470588235294,1000,{'C': 1000},4,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.5882352941176471,0.5882352941176471,0.8823529411764706,0.8823529411764706,0.7058823529411765,1.0,0.0021916438004120136,4.335024137808593e-06,0.13529411764705881,subgenre-current,novela romántica,other,,,,4,50.0,1000.0,1.0
0,0.0013007879257202148,0.0003964662551879883,0.9,1,{'C': 1},1,1.0,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.9411764705882353,0.7647058823529411,1.0,1.0,0.7058823529411765,0.9411764705882353,4.256348610883203e-05,1.6180683993478367e-05,0.09860620361317769,subgenre-current,novela romántica,other,,,,4,50.0,1000.0,2.0
1,0.001322460174560547,0.00037462711334228515,0.876470588235294,10,{'C': 10},2,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.8823529411764706,1.0,0.7647058823529411,0.9411764705882353,6.158890462491017e-05,6.675762789454258e-06,0.06681068642117971,subgenre-current,novela romántica,other,,,,4,50.0,1000.0,2.0
2,0.0021705150604248045,0.0003632545471191406,0.8470588235294118,100,{'C': 100},3,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.6470588235294118,0.8823529411764706,0.9411764705882353,0.7647058823529411,0.9411764705882353,0.0004122577382325952,2.1409935303348206e-06,0.08401680504168058,subgenre-current,novela romántica,other,,,,4,50.0,1000.0,2.0
3,0.005185079574584961,0.0003573894500732422,0.8,1000,{'C': 1000},4,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.7647058823529411,0.7058823529411765,0.6470588235294118,0.8235294117647058,0.8823529411764706,0.7647058823529411,0.8823529411764706,0.0022502845718668212,5.339724609058159e-06,0.0753308733815629,subgenre-current,novela romántica,other,,,,4,50.0,1000.0,2.0
0,0.0012785673141479492,0.0003811359405517578,0.9294117647058823,1,{'C': 1},1,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.8235294117647058,1.0,1.0,0.7647058823529411,1.0,4.9753341954255815e-05,8.13856408670276e-06,0.07347056468704,subgenre-current,novela romántica,other,,,,4,50.0,1000.0,3.0
1,0.0014058351516723633,0.00035991668701171873,0.9294117647058823,10,{'C': 10},1,1.0,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.7647058823529411,1.0,1.0,0.7647058823529411,1.0,0.00011390073015030745,3.4106358990187964e-06,0.08645257915705337,subgenre-current,novela romántica,other,,,,4,50.0,1000.0,3.0
2,0.0019695281982421873,0.0003534555435180664,0.8294117647058823,100,{'C': 100},3,0.8823529411764706,0.7058823529411765,0.8823529411764706,0.8823529411764706,0.6470588235294118,0.7647058823529411,0.9411764705882353,1.0,0.5882352941176471,1.0,0.0003565886625712208,5.075852598200743e-06,0.13782793545717625,subgenre-current,novela romántica,other,,,,4,50.0,1000.0,3.0
3,0.00253450870513916,0.00035326480865478517,0.8294117647058823,1000,{'C': 1000},3,0.7647058823529411,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.6470588235294118,0.7647058823529411,0.8823529411764706,0.9411764705882353,0.6470588235294118,1.0,0.0006496026937663884,5.2191890895318025e-06,0.11299631007234437,subgenre-current,novela romántica,other,,,,4,50.0,1000.0,3.0
0,0.0013105392456054688,0.0003830909729003906,0.9058823529411765,1,{'C': 1},1,1.0,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.7647058823529411,1.0,1.0,0.8235294117647058,1.0,6.717769141878785e-05,8.501085166193602e-06,0.0840168050416806,subgenre-current,novela romántica,other,,,,4,50.0,1000.0,4.0
1,0.001412367820739746,0.0003602027893066406,0.8941176470588234,10,{'C': 10},2,1.0,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.7647058823529411,1.0,1.0,0.7647058823529411,0.9411764705882353,0.00012888333496202878,3.905700946755452e-06,0.08645257915705336,subgenre-current,novela romántica,other,,,,4,50.0,1000.0,4.0
2,0.0026644229888916015,0.0003525972366333008,0.8470588235294118,100,{'C': 100},3,0.9411764705882353,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.7058823529411765,0.7647058823529411,0.9411764705882353,1.0,0.6470588235294118,0.9411764705882353,0.0015641724456753646,5.815116632201462e-06,0.10910139406465533,subgenre-current,novela romántica,other,,,,4,50.0,1000.0,4.0
3,0.005617904663085938,0.0003545999526977539,0.8058823529411765,1000,{'C': 1000},4,0.8823529411764706,0.8235294117647058,0.7647058823529411,0.8235294117647058,0.5882352941176471,0.7647058823529411,0.8823529411764706,0.9411764705882353,0.6470588235294118,0.9411764705882353,0.003432224115126155,4.655027358021499e-06,0.11176470588235293,subgenre-current,novela romántica,other,,,,4,50.0,1000.0,4.0
0,0.0012952804565429688,0.00038547515869140624,0.9,1,{'C': 1},1,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.7058823529411765,1.0,0.9411764705882353,0.8823529411764706,0.9411764705882353,3.661426341414386e-05,1.0891215393241459e-05,0.07463869141440893,subgenre-current,novela romántica,other,,,,5,50.0,1000.0,0.0
1,0.001346588134765625,0.0003609418869018555,0.8705882352941178,10,{'C': 10},2,1.0,0.8235294117647058,0.8823529411764706,0.7058823529411765,0.9411764705882353,0.7058823529411765,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.00012921442377282093,6.033874488764158e-06,0.09411764705882351,subgenre-current,novela romántica,other,,,,5,50.0,1000.0,0.0
2,0.0024355411529541015,0.00035409927368164064,0.8235294117647058,100,{'C': 100},3,1.0,0.8823529411764706,0.8823529411764706,0.6470588235294118,0.7647058823529411,0.6470588235294118,0.8823529411764706,0.9411764705882353,0.7058823529411765,0.8823529411764706,0.0008826901810476495,2.4121551265605427e-06,0.1176470588235294,subgenre-current,novela romántica,other,,,,5,50.0,1000.0,0.0
3,0.004573678970336914,0.00035793781280517577,0.7705882352941177,1000,{'C': 1000},4,0.9411764705882353,0.7647058823529411,0.7647058823529411,0.7058823529411765,0.7058823529411765,0.6470588235294118,0.8235294117647058,0.8823529411764706,0.6470588235294118,0.8235294117647058,0.002049941916132828,8.561219113731086e-06,0.09282196375329116,subgenre-current,novela romántica,other,,,,5,50.0,1000.0,0.0
0,0.001241779327392578,0.0003826618194580078,0.9176470588235294,1,{'C': 1},1,1.0,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.7058823529411765,0.9411764705882353,1.0,0.8235294117647058,0.9411764705882353,4.522633913962917e-05,1.0532058087808896e-05,0.08401680504168058,subgenre-current,novela romántica,other,,,,5,50.0,1000.0,1.0
1,0.0015325307846069335,0.00037052631378173826,0.9058823529411765,10,{'C': 10},2,0.9411764705882353,0.8823529411764706,1.0,0.8823529411764706,0.9411764705882353,0.8235294117647058,0.9411764705882353,1.0,0.7058823529411765,0.9411764705882353,0.00022045122094991083,2.171113729100947e-05,0.08401680504168058,subgenre-current,novela romántica,other,,,,5,50.0,1000.0,1.0
2,0.002400827407836914,0.00035793781280517577,0.8588235294117647,100,{'C': 100},3,1.0,0.8823529411764706,1.0,0.8823529411764706,0.7058823529411765,0.6470588235294118,0.8235294117647058,1.0,0.8235294117647058,0.8235294117647058,0.0003908576594932843,8.423332111240133e-06,0.11527010554273778,subgenre-current,novela romántica,other,,,,5,50.0,1000.0,1.0
3,0.0033274412155151365,0.0003542900085449219,0.8117647058823529,1000,{'C': 1000},4,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.6470588235294118,0.6470588235294118,0.8823529411764706,0.9411764705882353,0.6470588235294118,0.8235294117647058,0.0012836786779302164,4.568687273789781e-06,0.11406305546861947,subgenre-current,novela romántica,other,,,,5,50.0,1000.0,1.0
0,0.0015077590942382812,0.0005587577819824219,0.9,1,{'C': 1},1,1.0,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.9411764705882353,0.7647058823529411,0.9411764705882353,1.0,0.8235294117647058,0.9411764705882353,0.00023829421137521614,0.0001909593274641511,0.07463869141440896,subgenre-current,novela romántica,other,,,,5,50.0,1000.0,2.0
1,0.0015158653259277344,0.0004542350769042969,0.876470588235294,10,{'C': 10},2,0.8235294117647058,0.9411764705882353,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.8823529411764706,1.0,0.8235294117647058,0.9411764705882353,0.00017847196940893852,7.563814297714324e-05,0.06681068642117971,subgenre-current,novela romántica,other,,,,5,50.0,1000.0,2.0
2,0.002484250068664551,0.0004250764846801758,0.8176470588235294,100,{'C': 100},3,0.8235294117647058,0.7647058823529411,0.8235294117647058,0.7058823529411765,0.8823529411764706,0.6470588235294118,0.8823529411764706,1.0,0.7647058823529411,0.8823529411764706,0.0006467268656026625,6.833031970995227e-05,0.09647776156974543,subgenre-current,novela romántica,other,,,,5,50.0,1000.0,2.0
3,0.0055094480514526365,0.0003789663314819336,0.7941176470588236,1000,{'C': 1000},4,0.6470588235294118,0.8235294117647058,0.7647058823529411,0.7058823529411765,0.8235294117647058,0.6470588235294118,0.8823529411764706,1.0,0.7647058823529411,0.8823529411764706,0.003257603913920717,3.069665825367291e-05,0.10604562574894084,subgenre-current,novela romántica,other,,,,5,50.0,1000.0,2.0
0,0.001238107681274414,0.0003754138946533203,0.9294117647058824,1,{'C': 1},1,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.9411764705882353,0.8823529411764706,1.0,1.0,0.8235294117647058,1.0,5.194965222153421e-05,6.42510424144801e-06,0.05763505277136891,subgenre-current,novela romántica,other,,,,5,50.0,1000.0,3.0
1,0.0014363765716552735,0.00036618709564208987,0.9235294117647059,10,{'C': 10},2,1.0,0.9411764705882353,0.9411764705882353,0.8235294117647058,0.9411764705882353,0.7647058823529411,1.0,1.0,0.8235294117647058,1.0,0.0001368049546453046,9.397715224981486e-06,0.08339674634563429,subgenre-current,novela romántica,other,,,,5,50.0,1000.0,3.0
2,0.0019109249114990234,0.00035686492919921874,0.8411764705882353,100,{'C': 100},3,0.8235294117647058,0.9411764705882353,0.8823529411764706,0.8235294117647058,0.7058823529411765,0.7647058823529411,1.0,0.9411764705882353,0.5882352941176471,0.9411764705882353,0.00034649466513343214,9.835915064921048e-06,0.12069579134519523,subgenre-current,novela romántica,other,,,,5,50.0,1000.0,3.0
3,0.0024573802947998047,0.00035283565521240237,0.8294117647058824,1000,{'C': 1000},4,0.8235294117647058,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.7058823529411765,0.7647058823529411,1.0,0.9411764705882353,0.6470588235294118,0.8823529411764706,0.0009486219326144677,4.142518523783489e-06,0.10340232841909966,subgenre-current,novela romántica,other,,,,5,50.0,1000.0,3.0
0,0.0012372255325317383,0.0003820657730102539,0.876470588235294,1,{'C': 1},2,1.0,0.8823529411764706,0.7647058823529411,0.8235294117647058,0.8823529411764706,0.7058823529411765,1.0,1.0,0.8235294117647058,0.8823529411764706,3.794543104066981e-05,6.816645270788815e-06,0.09647776156974545,subgenre-current,novela romántica,other,,,,5,50.0,1000.0,4.0
1,0.0014255762100219727,0.0003599405288696289,0.8882352941176469,10,{'C': 10},1,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.8235294117647058,0.9411764705882353,0.7058823529411765,1.0,1.0,0.7647058823529411,0.8823529411764706,0.00023348318304671506,3.0045471121759635e-06,0.09282196375329117,subgenre-current,novela romántica,other,,,,5,50.0,1000.0,4.0
2,0.002595806121826172,0.0003622293472290039,0.8470588235294118,100,{'C': 100},3,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.7647058823529411,0.7647058823529411,0.6470588235294118,1.0,0.9411764705882353,0.7058823529411765,0.9411764705882353,0.0008540422215965362,1.2039571692101387e-05,0.11222814134317007,subgenre-current,novela romántica,other,,,,5,50.0,1000.0,4.0
3,0.0051190853118896484,0.0003680706024169922,0.7588235294117647,1000,{'C': 1000},4,0.8823529411764706,0.6470588235294118,0.8235294117647058,0.7058823529411765,0.7058823529411765,0.6470588235294118,0.7647058823529411,0.9411764705882353,0.6470588235294118,0.8235294117647058,0.00393979114771055,3.387286181126247e-05,0.09999999999999998,subgenre-current,novela romántica,other,,,,5,50.0,1000.0,4.0
0,0.001286935806274414,0.00039780139923095703,0.8882352941176469,1,{'C': 1},1,0.8823529411764706,0.7647058823529411,0.9411764705882353,0.9411764705882353,0.7647058823529411,0.9411764705882353,0.9411764705882353,1.0,0.7647058823529411,0.9411764705882353,2.8908053623575708e-05,1.678685220139597e-05,0.08504018996941744,subgenre-current,novela romántica,other,,,,6,50.0,1000.0,0.0
1,0.001349329948425293,0.0003596067428588867,0.876470588235294,10,{'C': 10},2,0.9411764705882353,0.8235294117647058,0.9411764705882353,0.9411764705882353,0.7058823529411765,0.8235294117647058,0.9411764705882353,1.0,0.7647058823529411,0.8823529411764706,0.0001334702576301125,1.7128014617597399e-06,0.08901615264953858,subgenre-current,novela romántica,other,,,,6,50.0,1000.0,0.0
2,0.0019912958145141602,0.00035555362701416015,0.8705882352941176,100,{'C': 100},3,1.0,0.8235294117647058,0.9411764705882353,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.8235294117647058,1.0,0.8235294117647058,0.7647058823529411,0.00041550546495229003,8.495232369974964e-06,0.07803823036130354,subgenre-current,novela romántica,other,,,,6,50.0,1000.0,0.0
3,0.004371500015258789,0.00036101341247558595,0.7941176470588236,1000,{'C': 1000},4,0.9411764705882353,0.5294117647058824,0.9411764705882353,0.8235294117647058,0.8235294117647058,0.7647058823529411,0.7058823529411765,0.8823529411764706,0.7058823529411765,0.8235294117647058,0.0015434910498925906,9.703841195529744e-06,0.11838006939704768,subgenre-current,novela romántica,other,,,,6,50.0,1000.0,0.0
