,subgenre_level,class1,class2,mfw,token_unit,normalization,data_repetition,idno,y_true,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9
33,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0040,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
34,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0043,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
35,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0044,other,other,other,other,other,other,other,other,other,other,other
36,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0045,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
37,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0046,other,other,other,other,other,other,other,other,other,other,other
38,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0047,other,other,other,other,other,other,other,other,other,other,other
39,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0048,other,other,other,other,other,other,other,other,other,other,other
40,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0049,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
41,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0050,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
42,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0052,other,other,other,other,other,other,other,other,other,other,other
43,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0055,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
44,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0056,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
45,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0057,other,other,other,other,other,other,other,other,other,other,other
46,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0058,other,other,other,other,other,other,other,other,other,other,other
47,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0059,other,other,other,other,other,other,other,other,other,other,other
48,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0060,other,other,other,other,other,other,other,other,other,other,other
49,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0061,novela romántica,novela romántica,novela romántica,other,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
50,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0062,other,other,other,other,other,other,other,other,other,other,other
51,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0064,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
52,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0065,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
53,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0067,other,other,other,other,other,other,other,other,other,other,other
54,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0068,other,other,other,other,other,other,other,other,other,other,other
55,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0069,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
56,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0071,novela romántica,novela romántica,novela romántica,other,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
57,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0072,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
58,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0073,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
59,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0074,other,other,other,other,other,other,other,other,other,other,other
60,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0075,other,other,other,other,other,other,other,other,other,other,other
61,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0076,other,other,other,other,other,other,other,other,other,other,other
62,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0080,other,other,other,other,other,other,other,other,other,other,other
63,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0082,novela romántica,novela romántica,novela romántica,other,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
64,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0084,other,other,other,other,other,other,other,other,other,other,other
65,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0085,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
66,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0086,other,other,other,other,other,other,other,other,other,other,other
67,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0088,other,other,other,other,other,other,other,other,other,other,other
68,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0089,other,other,other,other,other,other,other,other,other,other,other
69,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0090,other,other,other,other,other,other,novela romántica,other,other,other,other
70,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0092,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
71,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0096,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
72,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0098,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
73,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0099,other,other,other,other,other,other,other,other,other,other,other
74,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0102,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
75,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0104,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
76,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0108,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
77,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0109,other,other,other,other,other,other,other,other,other,other,other
78,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0110,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
79,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0111,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
80,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0113,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
81,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0114,other,other,other,other,other,other,other,other,other,other,other
82,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0115,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
83,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0117,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
84,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0118,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,other,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
85,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0119,other,other,other,other,other,other,other,other,other,other,other
86,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0120,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
87,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0121,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
88,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0122,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
89,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0124,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
90,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0125,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
91,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0126,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
92,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0127,other,other,other,other,other,other,other,other,other,other,other
93,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0131,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
94,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0133,other,other,other,other,other,other,other,other,other,other,other
95,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0135,other,other,other,other,other,other,novela romántica,other,other,other,other
96,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0136,other,other,other,other,other,other,other,other,other,other,other
97,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0138,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
98,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0140,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
99,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0141,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
100,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0142,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
101,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0143,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
102,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0144,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
103,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0146,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
104,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0148,other,other,other,other,other,other,other,other,other,other,other
105,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0149,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
106,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0155,other,other,other,other,other,other,other,other,other,other,other
107,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0157,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
108,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0161,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
109,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0162,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,other,novela romántica,novela romántica,novela romántica
110,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0163,other,other,other,other,other,other,other,other,other,other,other
111,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0164,other,other,other,other,other,other,other,other,other,other,other
112,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0165,other,other,other,other,other,other,other,other,other,other,other
113,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0167,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
114,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0169,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
115,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0172,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,other,novela romántica,novela romántica,novela romántica
116,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0173,other,other,other,other,other,other,other,other,other,other,other
117,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0174,other,other,other,other,other,other,other,other,other,other,other
118,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0175,other,other,other,other,other,other,other,other,other,other,other
119,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0177,other,other,other,other,other,other,other,other,novela romántica,other,other
120,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0178,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
121,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0179,other,other,other,other,other,other,other,other,other,other,other
122,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0180,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
123,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0181,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
124,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0182,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
125,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0188,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
126,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0189,other,other,other,other,other,other,other,other,other,other,other
127,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0190,other,other,other,other,other,other,other,other,other,other,other
128,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0191,other,other,other,other,other,other,other,other,other,other,other
129,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0192,other,other,other,other,other,other,other,other,other,other,other
130,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0193,other,other,other,other,other,other,other,other,other,other,other
131,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0194,other,other,other,other,other,other,other,other,other,other,other
132,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0195,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
133,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0196,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
134,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0197,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
135,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0198,other,other,other,other,other,other,other,other,other,other,other
136,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0202,other,other,other,other,other,other,other,other,other,other,other
137,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0203,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
138,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0204,other,other,other,other,other,other,other,other,other,other,other
139,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0205,other,other,other,other,other,other,other,other,other,other,other
140,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0206,other,other,other,other,other,other,other,other,other,novela romántica,other
141,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0208,other,other,other,other,other,other,other,other,other,other,other
142,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0210,other,other,other,other,other,other,other,other,other,novela romántica,other
143,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0214,other,other,other,other,other,other,other,other,other,novela romántica,other
144,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0216,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
145,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0217,other,other,other,other,other,other,other,other,other,other,other
146,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0219,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
147,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0221,other,other,other,other,other,other,other,other,other,other,other
148,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0223,other,other,other,other,other,other,other,other,other,other,other
149,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0225,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
150,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0226,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
151,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0227,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
152,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0229,other,other,other,other,other,other,other,other,other,other,other
153,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0230,other,other,other,other,other,other,other,other,other,other,other
154,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0232,other,other,other,other,other,other,other,other,other,other,other
155,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0234,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
156,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0235,other,other,other,other,other,other,other,other,other,other,other
157,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0238,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica
158,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0239,other,other,other,other,other,other,other,other,other,other,other
159,subgenre-current,novela romántica,other,500,5gram_chars_affix-punct,zscore,0,nh0240,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,novela romántica,other
