,y_true,true_abs,true_rel,false_abs,false_rel
nh0204,other,100,1.0,0,0.0
nh0205,other,100,1.0,0,0.0
nh0206,other,90,0.9,10,0.1
nh0208,other,100,1.0,0,0.0
nh0210,other,97,0.97,3,0.03
nh0214,other,99,0.99,1,0.01
nh0216,novela romántica,60,1.0,0,0.0
nh0217,other,100,1.0,0,0.0
nh0219,novela romántica,80,1.0,0,0.0
nh0220,novela romántica,70,1.0,0,0.0
nh0221,other,100,1.0,0,0.0
nh0223,other,100,1.0,0,0.0
nh0224,novela romántica,70,1.0,0,0.0
nh0225,novela romántica,70,1.0,0,0.0
nh0226,novela romántica,60,1.0,0,0.0
nh0227,novela romántica,70,1.0,0,0.0
nh0229,other,100,1.0,0,0.0
nh0230,other,100,1.0,0,0.0
nh0232,other,100,1.0,0,0.0
nh0234,novela romántica,70,1.0,0,0.0
nh0235,other,100,1.0,0,0.0
nh0237,novela romántica,90,1.0,0,0.0
nh0238,novela romántica,70,1.0,0,0.0
nh0239,other,100,1.0,0,0.0
nh0240,novela romántica,59,0.9833333333333333,1,0.016666666666666666
nh0244,novela romántica,78,0.975,2,0.025
nh0246,novela romántica,70,1.0,0,0.0
nh0247,novela romántica,100,1.0,0,0.0
nh0248,novela romántica,70,1.0,0,0.0
nh0249,novela romántica,80,1.0,0,0.0
nh0250,novela romántica,60,1.0,0,0.0
nh0251,novela romántica,50,1.0,0,0.0
nh0252,novela romántica,90,1.0,0,0.0
nh0253,novela romántica,60,1.0,0,0.0
nh0254,other,100,1.0,0,0.0
nh0255,other,100,1.0,0,0.0
nh0256,other,100,1.0,0,0.0
