,y_true,true_abs,true_rel,false_abs,false_rel
nh0098,novela romántica,30,1.0,0,0.0
nh0102,novela romántica,70,1.0,0,0.0
nh0104,novela romántica,30,1.0,0,0.0
nh0105,novela romántica,36,0.9,4,0.1
nh0106,novela romántica,40,1.0,0,0.0
nh0108,novela romántica,80,1.0,0,0.0
nh0109,novela naturalista,100,1.0,0,0.0
nh0110,novela romántica,40,1.0,0,0.0
nh0111,novela romántica,50,1.0,0,0.0
nh0113,novela romántica,30,1.0,0,0.0
nh0114,novela naturalista,100,1.0,0,0.0
nh0115,novela romántica,10,1.0,0,0.0
nh0116,novela romántica,30,1.0,0,0.0
nh0117,novela romántica,50,1.0,0,0.0
nh0118,novela romántica,45,0.9,5,0.1
nh0120,novela romántica,30,1.0,0,0.0
nh0121,novela romántica,46,0.92,4,0.08
nh0122,novela romántica,40,1.0,0,0.0
nh0124,novela romántica,80,1.0,0,0.0
nh0125,novela romántica,50,1.0,0,0.0
nh0126,novela romántica,30,1.0,0,0.0
nh0129,novela romántica,10,1.0,0,0.0
nh0131,novela romántica,48,0.96,2,0.04
nh0136,novela naturalista,100,1.0,0,0.0
nh0138,novela romántica,30,1.0,0,0.0
nh0140,novela romántica,20,1.0,0,0.0
nh0141,novela romántica,50,1.0,0,0.0
nh0142,novela romántica,20,1.0,0,0.0
nh0143,novela romántica,30,1.0,0,0.0
nh0144,novela romántica,40,1.0,0,0.0
nh0145,novela romántica,18,0.9,2,0.1
nh0146,novela romántica,30,1.0,0,0.0
nh0147,novela romántica,38,0.95,2,0.05
nh0149,novela romántica,40,1.0,0,0.0
nh0150,novela romántica,60,1.0,0,0.0
nh0151,novela romántica,39,0.975,1,0.025
nh0152,novela romántica,30,1.0,0,0.0
nh0155,novela naturalista,100,1.0,0,0.0
nh0156,novela romántica,40,1.0,0,0.0
nh0157,novela romántica,50,1.0,0,0.0
nh0158,novela romántica,20,1.0,0,0.0
nh0159,novela romántica,30,1.0,0,0.0
nh0161,novela romántica,30,1.0,0,0.0
nh0162,novela romántica,50,1.0,0,0.0
nh0163,novela naturalista,100,1.0,0,0.0
nh0164,novela naturalista,100,1.0,0,0.0
nh0167,novela romántica,40,1.0,0,0.0
nh0169,novela romántica,30,1.0,0,0.0
nh0171,novela romántica,30,1.0,0,0.0
nh0172,novela romántica,28,0.9333333333333333,2,0.06666666666666667
nh0177,novela naturalista,100,1.0,0,0.0
nh0178,novela romántica,60,1.0,0,0.0
nh0179,novela naturalista,100,1.0,0,0.0
nh0180,novela romántica,50,1.0,0,0.0
nh0181,novela romántica,50,1.0,0,0.0
nh0182,novela romántica,20,1.0,0,0.0
nh0183,novela romántica,10,1.0,0,0.0
nh0188,novela romántica,30,1.0,0,0.0
nh0189,novela naturalista,99,0.99,1,0.01
nh0190,novela naturalista,100,1.0,0,0.0
nh0191,novela naturalista,100,1.0,0,0.0
nh0192,novela naturalista,100,1.0,0,0.0
nh0193,novela naturalista,100,1.0,0,0.0
nh0194,novela naturalista,100,1.0,0,0.0
nh0195,novela romántica,70,1.0,0,0.0
nh0196,novela romántica,20,1.0,0,0.0
nh0197,novela romántica,50,1.0,0,0.0
nh0199,novela romántica,39,0.975,1,0.025
nh0201,novela romántica,37,0.925,3,0.075
nh0203,novela romántica,50,1.0,0,0.0
nh0205,novela naturalista,100,1.0,0,0.0
nh0206,novela naturalista,90,0.9,10,0.1
nh0216,novela romántica,60,1.0,0,0.0
nh0217,novela naturalista,100,1.0,0,0.0
nh0219,novela romántica,30,1.0,0,0.0
nh0220,novela romántica,50,1.0,0,0.0
nh0223,novela naturalista,100,1.0,0,0.0
nh0224,novela romántica,29,0.9666666666666667,1,0.03333333333333333
nh0225,novela romántica,50,1.0,0,0.0
nh0226,novela romántica,80,1.0,0,0.0
nh0227,novela romántica,50,1.0,0,0.0
nh0229,novela naturalista,100,1.0,0,0.0
nh0234,novela romántica,39,0.975,1,0.025
nh0237,novela romántica,40,1.0,0,0.0
nh0238,novela romántica,40,1.0,0,0.0
nh0240,novela romántica,36,0.9,4,0.1
nh0244,novela romántica,38,0.95,2,0.05
nh0246,novela romántica,30,1.0,0,0.0
nh0247,novela romántica,40,1.0,0,0.0
nh0248,novela romántica,40,1.0,0,0.0
nh0249,novela romántica,50,1.0,0,0.0
nh0250,novela romántica,40,1.0,0,0.0
nh0251,novela romántica,10,1.0,0,0.0
nh0252,novela romántica,30,1.0,0,0.0
nh0253,novela romántica,50,1.0,0,0.0
nh0254,novela naturalista,100,1.0,0,0.0
nh0255,novela naturalista,100,1.0,0,0.0
nh0256,novela naturalista,100,1.0,0,0.0
