,y_true,true_abs,true_rel,false_abs,false_rel
nh0232,novela realista,100,1.0,0,0.0
nh0234,novela romántica,30,1.0,0,0.0
nh0235,novela realista,100,1.0,0,0.0
nh0237,novela romántica,10,1.0,0,0.0
nh0238,novela romántica,20,1.0,0,0.0
nh0239,novela realista,100,1.0,0,0.0
nh0240,novela romántica,20,1.0,0,0.0
nh0244,novela romántica,29,0.9666666666666667,1,0.03333333333333333
nh0246,novela romántica,40,1.0,0,0.0
nh0247,novela romántica,50,1.0,0,0.0
nh0248,novela romántica,50,1.0,0,0.0
nh0249,novela romántica,40,1.0,0,0.0
nh0250,novela romántica,30,1.0,0,0.0
nh0251,novela romántica,20,1.0,0,0.0
nh0252,novela romántica,40,1.0,0,0.0
nh0253,novela romántica,20,1.0,0,0.0
